factor,total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,skewness,kurtosis,best_day,worst_day,n_periods,mean_ic
Momentum,0.03138655781637545,0.010423894973461856,0.0915309729791738,0.15900378819627578,0.1298094732604051,-0.10728555914333783,0.09716028006653823,0.33422103861517977,0.011389666480719205,7.103975714477913,0.04282861222866111,-0.025287112577327166,751,0.04748295401956045
RSI,-0.011186669178912312,-0.003767753722512146,0.08857625001526834,0.001618027051394971,-0.06394211239344541,-0.1687225056283146,-0.022331067858915504,0.4633821571238349,-0.014459021433415336,2.399336556554017,0.024690877918239006,-0.027095994435958403,751,-0.008026739768191215
Low_Vol,-0.06692288758870468,-0.02297483175205539,0.10650920357930457,-0.16506529185853627,-0.3074765288278268,-0.16279382855818827,-0.14112839507207348,0.4540612516644474,0.19639414511481695,4.193903948529155,0.040037677995863455,-0.034880192120110884,751,-0.04644637442828511
Mean_Rev,0.002517345329523746,0.0008439963042308207,0.09587486187720767,0.05669650207207445,0.012644271622325301,-0.1440721493397286,0.005858150295520612,0.49134487350199735,-0.10056221986502517,3.3923432557703768,0.026589788313546844,-0.032516970127898184,751,-0.003286378480101837
Composite,-0.057002807707207115,-0.019501579436977612,0.06838163804891433,-0.25382405731353136,-0.32461421745152647,-0.13809743638232388,-0.1412160858872668,0.322237017310253,-0.2005915395856461,4.580042218519545,0.020405837384491952,-0.022020826700865827,751,0.0
